location_name,age_name,cause_name,metric_name,val,upper,lower
Idaho,35-39 years,HIV/AIDS - Drug-susceptible Tuberculosis,Number,0.183352866,0.226099241,0.147544446
Idaho,35-39 years,HIV/AIDS - Drug-susceptible Tuberculosis,Percent,3.37E-06,4.14E-06,2.72E-06
Idaho,35-39 years,HIV/AIDS - Drug-susceptible Tuberculosis,Rate,0.326829,0.403025,0.263
Idaho,40-44 years,HIV/AIDS - Drug-susceptible Tuberculosis,Number,0.168646992,0.208321767,0.135724788
Idaho,40-44 years,HIV/AIDS - Drug-susceptible Tuberculosis,Percent,3.28E-06,4.03E-06,2.65E-06
Idaho,40-44 years,HIV/AIDS - Drug-susceptible Tuberculosis,Rate,0.320582,0.396,0.258
Idaho,45-49 years,HIV/AIDS - Drug-susceptible Tuberculosis,Number,0.139685967,0.172218473,0.112481396
Idaho,45-49 years,HIV/AIDS - Drug-susceptible Tuberculosis,Percent,2.85E-06,3.52E-06,2.30E-06
Idaho,45-49 years,HIV/AIDS - Drug-susceptible Tuberculosis,Rate,0.28066,0.346025,0.226
Idaho,20-24 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,5.45E-05,0.000220049,4.79E-06
Idaho,20-24 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,9.93E-10,4.04E-09,8.73E-11
Idaho,20-24 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,9.16E-05,0.0003701,8.06E-06
Idaho,25-29 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.000201227,0.000808769,1.78E-05
Idaho,25-29 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,3.74E-09,1.50E-08,3.30E-10
Idaho,25-29 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.000353429,0.0014205,3.12E-05
Idaho,30-34 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.000327171,0.001316719,2.90E-05
Idaho,30-34 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,6.07E-09,2.43E-08,5.37E-10
Idaho,30-34 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.000581493,0.00234025,5.16E-05
Idaho,35-39 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.000375877,0.001509385,3.34E-05
Idaho,35-39 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,6.90E-09,2.77E-08,6.13E-10
Idaho,35-39 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.000670007,0.0026905,5.96E-05
Idaho,40-44 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.000346938,0.001394204,3.09E-05
Idaho,40-44 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,6.74E-09,2.71E-08,6.03E-10
Idaho,40-44 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.000659496,0.00265025,5.87E-05
Idaho,45-49 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.000288316,0.001159778,2.57E-05
Idaho,45-49 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,5.89E-09,2.37E-08,5.27E-10
Idaho,45-49 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.000579291,0.00233025,5.16E-05
Idaho,50-54 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.000247409,0.000994927,2.20E-05
Idaho,50-54 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,5.23E-09,2.11E-08,4.66E-10
Idaho,50-54 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.000517297,0.00208025,4.60E-05
Florida,15-19 years,Chlamydial infection,Number,1230.973917,2205.072095,650.1907611
Florida,15-19 years,Chlamydial infection,Percent,0.002142176,0.00385372,0.001135437
Florida,15-19 years,Chlamydial infection,Rate,192.035701,343.998,101.43175
Florida,20-24 years,Chlamydial infection,Number,4109.953023,6554.824173,2485.933684
Florida,20-24 years,Chlamydial infection,Percent,0.00675882,0.010837043,0.004092199
Florida,20-24 years,Chlamydial infection,Rate,625.9885,998.36775,378.6335
Florida,25-29 years,Chlamydial infection,Number,7033.828069,11437.98933,3941.746833
Florida,25-29 years,Chlamydial infection,Percent,0.01050942,0.017040894,0.005872528
Florida,25-29 years,Chlamydial infection,Rate,995.94437,1619.545,558.12575
Florida,30-34 years,Chlamydial infection,Number,7496.979416,12026.82517,4243.621595
Florida,30-34 years,Chlamydial infection,Percent,0.011305666,0.018103112,0.006426166
Florida,30-34 years,Chlamydial infection,Rate,1086.322,1742.7025,614.90625
Florida,35-39 years,Chlamydial infection,Number,7464.612144,11874.61907,4102.31531
Florida,35-39 years,Chlamydial infection,Percent,0.011612032,0.018455446,0.006371059
Florida,35-39 years,Chlamydial infection,Rate,1129.86108,1797.37,620.936
Florida,40-44 years,Chlamydial infection,Number,7393.029048,11933.64074,4118.009086
Florida,40-44 years,Chlamydial infection,Percent,0.012434405,0.02000745,0.006949275
Florida,40-44 years,Chlamydial infection,Rate,1219.03159,1967.73,679.01575
Florida,45-49 years,Chlamydial infection,Number,6694.968795,10836.96351,3709.476782
Florida,45-49 years,Chlamydial infection,Percent,0.010435477,0.016866758,0.005774104
Florida,45-49 years,Chlamydial infection,Rate,1028.6962,1665.1225,569.969
Florida,50-54 years,Chlamydial infection,Number,3591.627226,5974.879231,1883.188482
Florida,50-54 years,Chlamydial infection,Percent,0.005422299,0.009019371,0.002847749
Florida,50-54 years,Chlamydial infection,Rate,537.78281,894.63275,281.97425
Colorado,55+ years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,0.055655733,0.252931787,0.004131151
Colorado,55+ years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Percent,7.72E-08,3.51E-07,5.73E-09
Colorado,55+ years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Rate,0.007698406,0.034986003,0.000571429
Florida,55+ years,Trichomoniasis,Number,12077.54515,16493.316,8541.666434
Florida,55+ years,Trichomoniasis,Percent,0.003651947,0.00498644,0.002581816
Florida,55+ years,Trichomoniasis,Rate,364.6988921,498.0394608,257.9279355
Florida,15-19 years,Genital herpes,Number,13406.94927,19945.81596,8548.365031
Florida,15-19 years,Genital herpes,Percent,0.023332109,0.034675864,0.01485321
Florida,15-19 years,Genital herpes,Rate,2091.525146,3111.608375,1333.571125
Illinois,55+ years,HIV/AIDS,Number,17957.43954,33455.79017,6990.264893
Illinois,55+ years,HIV/AIDS,Percent,0.010397963,0.019381838,0.00404527
Illinois,55+ years,HIV/AIDS,Rate,1037.325263,1932.59937,403.798011
Illinois,15-19 years,HIV/AIDS resulting in other diseases,Number,109.5303163,167.9384315,67.87192897
Illinois,15-19 years,HIV/AIDS resulting in other diseases,Percent,0.000277641,0.000427767,0.00017148
Illinois,15-19 years,HIV/AIDS resulting in other diseases,Rate,24.78282353,37.9985072,15.35700887
Illinois,20-24 years,HIV/AIDS resulting in other diseases,Number,648.915755,977.8524848,391.7231941
Illinois,20-24 years,HIV/AIDS resulting in other diseases,Percent,0.001592072,0.00239757,0.000958963
Illinois,20-24 years,HIV/AIDS resulting in other diseases,Rate,146.8614865,221.3058759,88.65411287
Illinois,25-29 years,HIV/AIDS resulting in other diseases,Number,2152.8542,3356.348489,1050.006871
Illinois,25-29 years,HIV/AIDS resulting in other diseases,Percent,0.004925495,0.007682115,0.002415019
Illinois,25-29 years,HIV/AIDS resulting in other diseases,Rate,464.9806182,724.9153221,226.7839802
Arkansas,15-19 years,Chlamydial infection,Number,209.5508476,359.6389755,111.3543473
Arkansas,15-19 years,Chlamydial infection,Percent,0.002209214,0.003797131,0.001167467
Arkansas,15-19 years,Chlamydial infection,Rate,196.698181,337.58075,104.5245
Arkansas,20-24 years,Chlamydial infection,Number,642.0419717,1028.900988,377.442177
Arkansas,20-24 years,Chlamydial infection,Percent,0.006868748,0.011003627,0.004042652
Arkansas,20-24 years,Chlamydial infection,Rate,635.81376,1018.92,373.78075
Arkansas,25-29 years,Chlamydial infection,Number,1027.976679,1676.870301,575.4888291
Arkansas,25-29 years,Chlamydial infection,Percent,0.010638409,0.017298655,0.005940052
Arkansas,25-29 years,Chlamydial infection,Rate,1008.28741,1644.7525,564.46625
Arkansas,30-34 years,Chlamydial infection,Number,1077.359502,1704.802854,614.5062832
Arkansas,30-34 years,Chlamydial infection,Percent,0.011396155,0.018043179,0.006478295
Arkansas,30-34 years,Chlamydial infection,Rate,1095.64807,1733.7425,624.93775
Arkansas,35-39 years,Chlamydial infection,Number,1110.049503,1758.344885,621.9806528
Arkansas,35-39 years,Chlamydial infection,Percent,0.011722813,0.01858409,0.006580904
Arkansas,35-39 years,Chlamydial infection,Rate,1141.19494,1807.68,639.432
Arkansas,40-44 years,Chlamydial infection,Number,1117.431537,1820.837505,645.7665231
Arkansas,40-44 years,Chlamydial infection,Percent,0.012599365,0.020518766,0.007298356
Arkansas,40-44 years,Chlamydial infection,Rate,1234.96256,2012.3525,713.688
Arkansas,45-49 years,Chlamydial infection,Number,955.3899009,1582.791162,538.9105409
Arkansas,45-49 years,Chlamydial infection,Percent,0.010545347,0.017422097,0.005944282
Arkansas,45-49 years,Chlamydial infection,Rate,1038.5713,1720.5975,585.831
Arkansas,50-54 years,Chlamydial infection,Number,491.0304347,815.5443797,257.3774073
Arkansas,50-54 years,Chlamydial infection,Percent,0.005449065,0.009049984,0.002857116
Arkansas,50-54 years,Chlamydial infection,Rate,539.72206,896.4155,282.8995
Connecticut,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2.44E-05,9.97E-05,2.31E-06
Connecticut,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,2.25E-10,9.34E-10,2.12E-11
Connecticut,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,2.03E-05,8.30E-05,1.92E-06
Connecticut,20-24 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.000184996,0.000753203,1.75E-05
Connecticut,20-24 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,1.64E-09,6.70E-09,1.55E-10
Connecticut,20-24 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.000152274,0.000619975,1.44E-05
Connecticut,25-29 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.000490898,0.001987433,4.65E-05
Connecticut,25-29 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,4.10E-09,1.66E-08,3.89E-10
Connecticut,25-29 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.000388533,0.001573,3.68E-05
Connecticut,30-34 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.000696814,0.002798458,6.62E-05
Connecticut,30-34 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,5.98E-09,2.40E-08,5.67E-10
Connecticut,30-34 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.000573944,0.002305,5.45E-05
Connecticut,35-39 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.000770986,0.003105139,7.31E-05
Connecticut,35-39 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,6.81E-09,2.74E-08,6.46E-10
Connecticut,35-39 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.000661889,0.00266575,6.28E-05
Connecticut,40-44 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.000781994,0.003148828,7.43E-05
Connecticut,40-44 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,7.55E-09,3.04E-08,7.20E-10
Connecticut,40-44 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.000739197,0.0029765,7.02E-05
Connecticut,45-49 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.001089734,0.004386991,0.000103611
Connecticut,45-49 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,9.64E-09,3.87E-08,9.18E-10
Connecticut,45-49 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.000948582,0.00381875,9.02E-05
Connecticut,50-54 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.001511824,0.006078094,0.000144469
Connecticut,50-54 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,1.18E-08,4.76E-08,1.13E-09
Connecticut,50-54 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.001171782,0.004711,0.000111975
Alaska,15-19 years,HIV/AIDS - Drug-susceptible Tuberculosis,Number,0.004115413,0.00496221,0.003413728
Alaska,15-19 years,HIV/AIDS - Drug-susceptible Tuberculosis,Percent,1.74E-07,2.09E-07,1.43E-07
Alaska,15-19 years,HIV/AIDS - Drug-susceptible Tuberculosis,Rate,0.015428,0.0186025,0.0127975
Arizona,40-44 years,HIV/AIDS - Drug-susceptible Tuberculosis,Number,1.732979927,2.105399572,1.433592537
Arizona,40-44 years,HIV/AIDS - Drug-susceptible Tuberculosis,Percent,8.21E-06,9.97E-06,6.79E-06
Arizona,40-44 years,HIV/AIDS - Drug-susceptible Tuberculosis,Rate,0.807473,0.981,0.667975
Arizona,45-49 years,HIV/AIDS - Drug-susceptible Tuberculosis,Number,1.822209092,2.206259974,1.507192303
Arizona,45-49 years,HIV/AIDS - Drug-susceptible Tuberculosis,Percent,8.44E-06,1.02E-05,6.98E-06
Arizona,45-49 years,HIV/AIDS - Drug-susceptible Tuberculosis,Rate,0.834186,1.01,0.689975
Arizona,50-54 years,HIV/AIDS - Drug-susceptible Tuberculosis,Number,1.902761208,2.315765322,1.572615178
Arizona,50-54 years,HIV/AIDS - Drug-susceptible Tuberculosis,Percent,9.10E-06,1.11E-05,7.53E-06
Arizona,50-54 years,HIV/AIDS - Drug-susceptible Tuberculosis,Rate,0.903821,1.1,0.747
United States of America,15-19 years,HIV/AIDS,Number,2926.200167,4451.911746,1885.495443
United States of America,15-19 years,HIV/AIDS,Percent,0.000295726,0.000447483,0.000189588
United States of America,15-19 years,HIV/AIDS,Rate,26.44081327,40.22697029,17.03712326
Arizona,55+ years,HIV/AIDS - Drug-susceptible Tuberculosis,Number,5.831534347,7.081288547,4.817728953
Arizona,55+ years,HIV/AIDS - Drug-susceptible Tuberculosis,Percent,5.84E-06,7.09E-06,4.82E-06
Arizona,55+ years,HIV/AIDS - Drug-susceptible Tuberculosis,Rate,0.582754767,0.707644748,0.481443535
Arkansas,55+ years,Trichomoniasis,Number,1578.231001,2204.234125,1121.365418
Arkansas,55+ years,Trichomoniasis,Percent,0.00375437,0.005241703,0.002668191
Arkansas,55+ years,Trichomoniasis,Rate,374.6826436,523.2999916,266.2196847
Arizona,55+ years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,0.013049818,0.052434865,0.001295362
Arizona,55+ years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent,1.31E-08,5.25E-08,1.30E-09
Arizona,55+ years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Rate,0.00130409,0.005239902,0.000129448
United States of America,15-19 years,Syphilis,Number,16492.18361,28089.9634,8916.162889
United States of America,15-19 years,Syphilis,Percent,0.001666673,0.002834316,0.000900272
United States of America,15-19 years,Syphilis,Rate,149.0215031,253.8177276,80.56543797
United States of America,20-24 years,Syphilis,Number,45202.87228,77568.31662,24585.65086
United States of America,20-24 years,Syphilis,Percent,0.0044326,0.00760181,0.002409575
United States of America,20-24 years,Syphilis,Rate,410.1940336,703.8946658,223.1027983
United States of America,25-29 years,Syphilis,Number,79059.98487,132509.1329,43671.23205
United States of America,25-29 years,Syphilis,Percent,0.007205215,0.012152866,0.003995003
United States of America,25-29 years,Syphilis,Rate,682.1151492,1143.264663,376.7874357
United States of America,30-34 years,Syphilis,Number,90111.77545,146205.1889,49960.26958
United States of America,30-34 years,Syphilis,Percent,0.008464021,0.013714544,0.004674334
United States of America,30-34 years,Syphilis,Rate,812.8266864,1318.800774,450.6518729
United States of America,35-39 years,Syphilis,Number,83419.77194,144684.1625,45936.53618
United States of America,35-39 years,Syphilis,Percent,0.007935827,0.013870836,0.004384778
United States of America,35-39 years,Syphilis,Rate,771.8235583,1338.6592,425.0179542
United States of America,40-44 years,Syphilis,Number,61564.82861,101480.0597,35902.3754
United States of America,40-44 years,Syphilis,Percent,0.00636948,0.010498614,0.003708219
United States of America,40-44 years,Syphilis,Rate,623.9373668,1028.463859,363.8576452
United States of America,15-19 years,Gonococcal infection,Number,48768.18294,81046.91345,26267.85668
United States of America,15-19 years,Gonococcal infection,Percent,0.004928767,0.008235664,0.002620442
United States of America,15-19 years,Gonococcal infection,Rate,440.6637773,732.33073,237.3533777
United States of America,20-24 years,Gonococcal infection,Number,73694.69692,126293.4651,37706.67073
United States of America,20-24 years,Gonococcal infection,Percent,0.00722715,0.01241622,0.003678955
United States of America,20-24 years,Gonococcal infection,Rate,668.743455,1146.051639,342.1696583
United States of America,25-29 years,Gonococcal infection,Number,63990.25565,114932.7514,33162.38752
United States of America,25-29 years,Gonococcal infection,Percent,0.005831162,0.010430213,0.003039657
United States of America,25-29 years,Gonococcal infection,Rate,552.0962703,991.618845,286.1190393
United States of America,30-34 years,Gonococcal infection,Number,42394.44926,80406.63185,17447.82502
United States of America,30-34 years,Gonococcal infection,Percent,0.00398167,0.007562869,0.001636506
United States of America,30-34 years,Gonococcal infection,Rate,382.4066227,725.2843018,157.3829583
United States of America,35-39 years,Gonococcal infection,Number,28729.54488,55598.2291,13216.05112
United States of America,35-39 years,Gonococcal infection,Percent,0.002733286,0.005299365,0.001256346
United States of America,35-39 years,Gonococcal infection,Rate,265.8139556,514.4106969,122.2786801
United States of America,40-44 years,Gonococcal infection,Number,23002.16384,44944.09825,10923.50862
United States of America,40-44 years,Gonococcal infection,Percent,0.002379894,0.004641809,0.001130411
United States of America,40-44 years,Gonococcal infection,Rate,233.1186468,455.4922502,110.705826
United States of America,45-49 years,Gonococcal infection,Number,23785.12607,46705.41419,12123.90639
United States of America,45-49 years,Gonococcal infection,Percent,0.002369889,0.00465069,0.00120835
United States of America,45-49 years,Gonococcal infection,Rate,233.3310065,458.177992,118.9349711
United States of America,50-54 years,Gonococcal infection,Number,18108.65807,36094.03457,8387.428483
United States of America,50-54 years,Gonococcal infection,Percent,0.001779099,0.003543753,0.000824693
United States of America,50-54 years,Gonococcal infection,Rate,176.2398087,351.279798,81.62939438
United States of America,55+ years,Genital herpes,Number,8879361.854,10464044,7534846.955
United States of America,55+ years,Genital herpes,Percent,0.199277588,0.234904948,0.169066251
United States of America,55+ years,Genital herpes,Rate,19890.07174,23439.81351,16878.31276
Delaware,55+ years,HIV/AIDS,Number,1934.895739,3490.317148,777.7606823
Delaware,55+ years,HIV/AIDS,Percent,0.013624782,0.024579248,0.0054768
Delaware,55+ years,HIV/AIDS,Rate,1360.496761,2454.171085,546.8723032
United States of America,15-19 years,Other sexually transmitted infections,Number,0,0,0
United States of America,15-19 years,Other sexually transmitted infections,Percent,0,0,0
United States of America,15-19 years,Other sexually transmitted infections,Rate,0,0,0
United States of America,20-24 years,Other sexually transmitted infections,Number,0,0,0
United States of America,20-24 years,Other sexually transmitted infections,Percent,0,0,0
United States of America,20-24 years,Other sexually transmitted infections,Rate,0,0,0
United States of America,25-29 years,Other sexually transmitted infections,Number,0,0,0
United States of America,25-29 years,Other sexually transmitted infections,Percent,0,0,0
United States of America,25-29 years,Other sexually transmitted infections,Rate,0,0,0
United States of America,30-34 years,Other sexually transmitted infections,Number,0,0,0
United States of America,30-34 years,Other sexually transmitted infections,Percent,0,0,0
United States of America,30-34 years,Other sexually transmitted infections,Rate,0,0,0
United States of America,35-39 years,Other sexually transmitted infections,Number,0,0,0
United States of America,35-39 years,Other sexually transmitted infections,Percent,0,0,0
United States of America,35-39 years,Other sexually transmitted infections,Rate,0,0,0
United States of America,40-44 years,Other sexually transmitted infections,Number,0,0,0
United States of America,40-44 years,Other sexually transmitted infections,Percent,0,0,0
United States of America,40-44 years,Other sexually transmitted infections,Rate,0,0,0
United States of America,45-49 years,Other sexually transmitted infections,Number,0,0,0
United States of America,45-49 years,Other sexually transmitted infections,Percent,0,0,0
United States of America,45-49 years,Other sexually transmitted infections,Rate,0,0,0
United States of America,50-54 years,Other sexually transmitted infections,Number,0,0,0
United States of America,50-54 years,Other sexually transmitted infections,Percent,0,0,0
United States of America,50-54 years,Other sexually transmitted infections,Rate,0,0,0
Arkansas,25-29 years,HIV/AIDS resulting in other diseases,Number,578.8688833,886.1981661,263.7811686
Arkansas,25-29 years,HIV/AIDS resulting in other diseases,Percent,0.00599063,0.009231833,0.002735892
Arkansas,25-29 years,HIV/AIDS resulting in other diseases,Rate,567.7815647,869.2244407,258.7288572
Arkansas,30-34 years,HIV/AIDS resulting in other diseases,Number,995.0772571,1554.534726,455.9276421
Arkansas,30-34 years,HIV/AIDS resulting in other diseases,Percent,0.010524511,0.016432746,0.004841235
Arkansas,30-34 years,HIV/AIDS resulting in other diseases,Rate,1011.969054,1580.923517,463.6671791
Arkansas,35-39 years,HIV/AIDS resulting in other diseases,Number,1204.295818,1946.922611,542.1857364
Arkansas,35-39 years,HIV/AIDS resulting in other diseases,Percent,0.012718046,0.020595361,0.005728381
Arkansas,35-39 years,HIV/AIDS resulting in other diseases,Rate,1238.08559,2001.548783,557.3982217
Arkansas,40-44 years,HIV/AIDS resulting in other diseases,Number,1185.470216,1981.793336,510.8545032
Arkansas,40-44 years,HIV/AIDS resulting in other diseases,Percent,0.013366518,0.022373612,0.005778253
Arkansas,40-44 years,HIV/AIDS resulting in other diseases,Rate,1310.157522,2190.237604,564.5859852
Arkansas,45-49 years,HIV/AIDS resulting in other diseases,Number,1092.621407,1841.70808,472.157129
Arkansas,45-49 years,HIV/AIDS resulting in other diseases,Percent,0.012060119,0.020373656,0.005236636
Arkansas,45-49 years,HIV/AIDS resulting in other diseases,Rate,1187.750921,2002.057121,513.2656759
Arkansas,50-54 years,HIV/AIDS resulting in other diseases,Number,980.9015825,1657.210397,422.26519
Arkansas,50-54 years,HIV/AIDS resulting in other diseases,Percent,0.010885254,0.018373949,0.004680658
Arkansas,50-54 years,HIV/AIDS resulting in other diseases,Rate,1078.169876,1821.542914,464.137907
Delaware,15-19 years,Syphilis,Number,47.28195127,79.88818119,25.02094643
Delaware,15-19 years,Syphilis,Percent,0.001650812,0.002784512,0.000871181
Delaware,15-19 years,Syphilis,Rate,148.8363604,251.4757917,78.7621175
Delaware,20-24 years,Syphilis,Number,128.9062482,224.3500393,68.49970577
Delaware,20-24 years,Syphilis,Percent,0.004379733,0.007603655,0.00235279
Delaware,20-24 years,Syphilis,Rate,407.8404819,709.8106525,216.7230325
Delaware,25-29 years,Syphilis,Number,228.6282026,378.9096367,123.7753366
Delaware,25-29 years,Syphilis,Percent,0.007136662,0.011856799,0.00388541
Delaware,25-29 years,Syphilis,Rate,678.6462201,1124.7326,367.4072725
Delaware,30-34 years,Syphilis,Number,252.4930372,423.4602724,140.3961917
Delaware,30-34 years,Syphilis,Percent,0.008449476,0.014149038,0.004683042
Delaware,30-34 years,Syphilis,Rate,813.8297931,1364.887483,452.5218
Delaware,35-39 years,Syphilis,Number,231.344049,398.6013282,128.6715389
